,owner,fuel,year,selling_price,km_driven,transmission,mileage,engine,max_power,seats
1593,Second Owner,Petrol,2010,1.7,120000,Manual,18.5,1197,85.8,5
1594,Second Owner,Diesel,2015,6.0,60000,Manual,24.8,1396,88.7,5
1595,Second Owner,Petrol,2011,1.3,100000,Manual,19.7,796,46.3,5
1596,Second Owner,Petrol,2011,1.0,120000,Manual,16.1,796,37.0,4
1597,First Owner,Petrol,2016,3.1,27500,Manual,25.17,799,53.3,5
1598,First Owner,Petrol,2007,0.35,10000,Manual,16.1,796,37.0,4
1599,First Owner,Diesel,2015,6.5,80000,Manual,22.54,1396,88.73,5
1600,First Owner,Petrol,2013,2.1,120000,Manual,15.64,1193,64.1,5
1601,First Owner,Diesel,2015,5.09999,90000,Manual,24.4,1120,71.01,5
1602,First Owner,Diesel,2013,2.29999,70000,Manual,20.0,1399,68.1,5
1603,Second Owner,Diesel,2014,4.09999,188000,Manual,19.01,1461,108.45,5
1604,First Owner,Petrol,2011,1.3,67840,Manual,18.0,995,62.0,5
1605,First Owner,Petrol,2013,0.95,30000,Manual,25.4,624,37.48,4
1606,Second Owner,Petrol,2016,2.25,35000,Manual,22.74,796,47.3,5
1607,First Owner,Diesel,2017,7.75,100000,Manual,24.3,1248,88.5,5
1608,First Owner,Petrol,2017,4.2,30000,Manual,20.51,998,67.04,5
1609,First Owner,Petrol,2016,4.8,70000,Manual,18.9,1197,82.0,5
1610,Second Owner,Diesel,2010,2.6,380000,Manual,13.6,2523,63.0,7
1611,First Owner,Petrol,2018,6.0,15000,Manual,16.2,1199,74.0,5
1612,Second Owner,Diesel,2009,1.4,140000,Manual,13.8,1399,68.0,5
1613,First Owner,Diesel,2011,2.8,120000,Manual,13.6,2523,63.0,7
1614,First Owner,Petrol,2010,3.5,30000,Automatic,12.6,1586,103.2,5
1615,First Owner,Petrol,2018,5.75,70000,Manual,17.0,1198,108.5,5
1616,First Owner,Petrol,2015,5.5,41000,Manual,18.6,1197,81.83,5
1617,Second Owner,Petrol,2006,1.2,30000,Manual,19.7,796,46.3,5
1618,First Owner,Petrol,2015,3.2,30000,Manual,23.95,998,67.05,5
1619,First Owner,Petrol,2011,2.5,35000,Manual,16.36,1495,93.7,5
1620,First Owner,Petrol,2010,3.0,22000,Manual,15.0,1586,104.68,5
1621,First Owner,Petrol,2006,2.5,70000,Manual,18.9,998,67.1,5
1622,First Owner,Diesel,2018,7.5,70000,Manual,16.5,1493,70.0,7
1623,Second Owner,Diesel,2005,1.51,200000,Manual,10.5,2179,120.0,8
1624,First Owner,Diesel,2011,3.0,120000,Manual,13.93,2179,138.03,7
1625,First Owner,Petrol,2019,5.77,3000,Manual,20.89,1197,81.8,5
1626,First Owner,Petrol,2012,2.29999,50000,Manual,20.92,998,67.1,5
1627,First Owner,Diesel,2013,5.0,50000,Manual,15.96,2523,62.1,7
1628,First Owner,Petrol,2019,8.4,1500,Automatic,18.2,1199,88.7,5
1629,First Owner,Diesel,2017,9.0,74000,Manual,22.27,1498,108.6,5
1630,First Owner,Petrol,2017,6.5,25000,Manual,18.7,1199,88.7,5
1631,First Owner,Diesel,2016,6.5,61915,Manual,27.3,1498,98.6,5
1632,First Owner,Petrol,2016,2.5,110000,Manual,21.1,814,55.2,5
1633,First Owner,Diesel,2016,5.5,70000,Manual,20.14,1498,88.0,5
1634,Second Owner,Diesel,2013,3.5,110000,Manual,17.21,1493,100.0,7
1635,Second Owner,Diesel,2014,1.85,90000,Manual,25.44,936,56.3,5
1636,First Owner,Diesel,2016,10.0,65000,Manual,12.99,2494,100.6,8
1637,First Owner,Petrol,2019,4.9,10000,Manual,20.52,1197,81.8,5
1638,Second Owner,Petrol,2009,1.5,80000,Manual,20.36,1197,78.9,5
1639,First Owner,Diesel,2013,6.0,184000,Manual,20.77,1248,88.76,7
1640,Second Owner,Petrol,2005,0.6,70000,Manual,17.3,993,60.0,5
1641,Second Owner,Petrol,2008,1.5,89000,Manual,15.6,1586,104.68,5
1642,Second Owner,Diesel,2013,5.25,69000,Manual,22.9,1248,74.0,5
1643,Second Owner,Diesel,2012,0.83,90000,Manual,25.0,1396,69.0,5
1644,First Owner,Petrol,2017,3.0,8000,Manual,21.1,814,55.2,5
1645,First Owner,Petrol,2012,3.5,35000,Manual,17.0,1197,80.0,5
1646,First Owner,Petrol,2011,3.0,45000,Manual,17.0,1197,80.0,5
1647,First Owner,Diesel,2011,2.5,30000,Manual,20.4,1248,91.2,5
1648,Second Owner,Petrol,2006,1.14999,59000,Manual,16.1,796,37.0,4
1649,First Owner,Petrol,2018,7.0,6200,Manual,19.34,1462,103.0,7
1650,Second Owner,Petrol,2020,2.5,120000,Manual,21.63,998,67.0,5
1651,First Owner,Petrol,2016,3.5,70000,Manual,20.51,998,67.04,5
1652,First Owner,Petrol,1998,0.8,70000,Manual,14.0,796,35.0,5
1653,First Owner,Diesel,2017,8.5,110000,Manual,15.4,2523,75.0,7
1654,First Owner,Diesel,2014,6.0,110000,Manual,13.58,2499,72.4,10
1655,First Owner,Petrol,2007,1.35,57000,Manual,19.7,796,46.3,5
1656,First Owner,Petrol,2005,1.5,120000,Manual,13.2,1495,94.0,5
1657,First Owner,Diesel,2012,2.59,35000,Manual,23.03,1396,69.0,5
1658,First Owner,Diesel,2012,2.2,90000,Manual,23.03,1396,69.0,5
1659,Second Owner,Diesel,2012,2.46,35000,Manual,23.03,1396,69.0,5
1660,First Owner,Petrol,2009,2.4,120000,Manual,17.5,1298,85.8,5
1661,First Owner,Diesel,2018,9.46,60000,Manual,22.1,1396,88.7,5
1662,First Owner,Diesel,2011,2.15,70000,Manual,23.03,1396,69.0,5
1663,First Owner,Diesel,2013,3.1,100000,Manual,25.8,1498,98.6,5
1664,First Owner,Petrol,2008,2.2,35000,Manual,20.36,1197,78.9,5
1665,First Owner,Petrol,2015,6.5,50000,Manual,17.19,1197,81.86,5
1666,First Owner,Petrol,2011,3.5,98000,Manual,18.5,1197,80.0,5
1667,First Owner,Petrol,2013,3.6,30000,Manual,18.5,1197,82.85,5
1668,Second Owner,Petrol,2013,5.5,50000,Manual,16.3,1797,147.5,5
1669,First Owner,Petrol,2016,4.9,26000,Manual,18.9,1197,82.0,5
1670,Second Owner,Petrol,2011,1.95,46000,Manual,19.7,796,46.3,5
1671,First Owner,Petrol,2019,4.59999,10000,Manual,23.84,1199,84.0,5
1672,First Owner,Petrol,2015,2.75,16700,Manual,22.74,796,47.3,5
1673,First Owner,Diesel,2018,6.8,70000,Manual,28.4,1248,74.02,5
1674,First Owner,Petrol,2015,6.0,7967,Manual,20.85,1197,83.14,5
1675,First Owner,Petrol,2018,7.2,20000,Manual,22.0,1197,81.8,5
1676,First Owner,Petrol,2016,3.56,9656,Manual,25.17,799,53.3,5
1677,First Owner,Petrol,2011,2.25,50000,Manual,19.81,1086,68.05,5
1678,First Owner,Diesel,2019,7.25,17000,Manual,24.4,1498,98.63,5
1679,First Owner,Petrol,2010,1.3,50000,Manual,18.0,995,62.0,5
1680,First Owner,Petrol,2015,3.0,10000,Manual,25.17,799,53.3,5
1681,Second Owner,Petrol,2013,4.0,43000,Manual,18.5,1197,82.85,5
1682,First Owner,Diesel,2013,5.5,50000,Manual,23.5,1396,88.7,5
1683,Second Owner,Petrol,2006,1.2,90000,Manual,18.9,998,67.0,5
1684,Second Owner,Diesel,2012,4.09999,100000,Manual,14.0,2498,112.0,8
1685,Second Owner,Petrol,2010,1.1,80000,Manual,0.0,1086,62.1,5
1686,First Owner,Diesel,2012,4.5,120000,Manual,15.96,2523,62.1,7
1687,First Owner,Petrol,2019,6.1,5000,Manual,21.21,1197,81.8,5
1688,First Owner,Diesel,2017,6.25,72000,Manual,13.93,2179,138.03,7
1689,Second Owner,Diesel,2008,2.45,127000,Manual,16.8,1493,110.0,5
1690,First Owner,Diesel,2014,3.95,120000,Manual,25.2,1248,74.0,5
1691,First Owner,Diesel,2014,4.9,100000,Manual,24.4,1120,71.0,5
1692,First Owner,Diesel,2018,9.55,40000,Manual,24.52,1248,88.5,7
1693,First Owner,Diesel,2013,5.25,110000,Manual,23.4,1248,74.0,5
1694,First Owner,Petrol,2017,5.5,30000,Manual,20.3,1199,84.0,5
1695,Second Owner,Diesel,2014,2.0,120000,Manual,19.1,1405,70.0,5
1696,First Owner,Petrol,2017,5.0,15000,Manual,18.16,1196,86.8,5
1697,First Owner,Diesel,2016,8.25,33500,Manual,23.65,1248,88.5,5
1698,First Owner,Diesel,2012,2.5,70000,Manual,17.21,1493,100.0,7
1699,First Owner,Petrol,2015,6.0,10000,Manual,18.16,1197,78.8,5
1700,First Owner,Diesel,2018,13.25,22053,Manual,16.36,2179,120.0,7
1701,First Owner,Diesel,2016,7.7,50000,Manual,18.49,1493,100.0,7
1702,First Owner,Diesel,2011,4.15,78432,Manual,16.52,1991,123.7,5
1703,Second Owner,Diesel,2011,8.25,125000,Manual,14.66,2199,194.3,7
1704,First Owner,Diesel,2018,5.3,80000,Manual,26.1,1498,99.23,5
1705,Second Owner,Petrol,2012,3.1,50000,Manual,19.4,1198,86.8,5
1706,First Owner,Petrol,2017,3.9,20000,Manual,23.84,1199,84.0,5
1707,First Owner,Petrol,2016,7.0,30000,Manual,15.29,1591,121.3,5
1708,Second Owner,Petrol,2010,2.0,70000,Manual,19.81,1086,68.05,5
1709,First Owner,Diesel,2013,10.5,7200,Manual,12.99,2494,100.6,8
1710,First Owner,Diesel,2014,5.8,97000,Manual,26.0,1498,98.6,5
1711,Second Owner,Petrol,2014,2.0,60000,Manual,21.1,814,55.2,5
1712,First Owner,Petrol,2013,2.45,25000,Manual,18.2,1199,84.8,5
1713,Second Owner,Petrol,2010,2.1,94000,Manual,20.36,1197,78.9,5
1714,Second Owner,Petrol,2005,0.5,90000,Manual,15.4,1590,94.0,5
1715,Second Owner,Diesel,2012,7.0,50000,Automatic,12.12,2231,184.0,7
1716,First Owner,Diesel,2019,6.6,35000,Manual,22.95,1248,74.0,5
1717,Second Owner,Petrol,2015,6.3,117500,Manual,17.4,1497,117.3,5
1718,First Owner,Diesel,2012,9.5,78500,Manual,15.1,2179,140.0,7
1719,First Owner,Petrol,2018,7.4,8000,Manual,18.6,1197,81.83,5
1720,First Owner,Petrol,2017,5.7,25000,Manual,18.12,1196,86.8,5
1721,First Owner,Petrol,2019,3.9,10000,Manual,22.5,999,67.0,5
1722,Second Owner,Petrol,2009,1.8,70000,Manual,14.2,1597,92.0,5
1723,First Owner,Petrol,2015,1.3,60000,Manual,25.4,624,37.48,4
1724,Second Owner,Petrol,2006,2.7,70000,Manual,17.7,1497,78.0,5
1725,First Owner,Diesel,2015,9.78999,90000,Manual,19.67,1582,126.2,5
1726,First Owner,Petrol,2018,4.9,25000,Manual,23.84,1199,84.0,5
1727,Second Owner,Diesel,2012,2.8,60000,Manual,23.5,1498,88.7,5
1728,First Owner,Petrol,2018,3.9,25000,Manual,23.84,1199,84.0,5
1729,First Owner,Petrol,2008,0.45,70000,Manual,18.0,995,62.0,5
1730,Second Owner,Diesel,2016,6.4,80000,Manual,24.52,1248,88.5,7
1731,Second Owner,Diesel,2015,6.5,110000,Manual,15.4,2523,75.0,9
1732,First Owner,Diesel,2013,5.0,115717,Manual,12.05,2179,120.0,9
1733,Second Owner,Diesel,2008,0.9,110000,Manual,17.7,1399,68.0,5
1734,Second Owner,Diesel,2014,4.8,70000,Manual,15.05,2179,147.9,7
1735,First Owner,Petrol,2019,6.3,4000,Manual,21.21,1197,81.8,5
1736,First Owner,Petrol,2011,2.5,50000,Manual,20.36,1197,78.9,5
1737,Second Owner,Petrol,2009,1.8,70000,Manual,20.36,1197,78.9,5
1738,Second Owner,Petrol,2010,2.1,50000,Manual,18.5,1197,80.0,5
1739,First Owner,Diesel,2016,5.5,55000,Manual,26.59,1248,74.0,5
1740,First Owner,Petrol,2020,9.5,5000,Automatic,17.0,1198,108.5,5
1741,Second Owner,Diesel,2013,4.3,100000,Manual,15.96,2523,62.1,7
1742,Second Owner,Petrol,2014,3.48,23000,Manual,20.36,1197,78.9,5
1743,Second Owner,Petrol,2014,1.96,60000,Manual,22.74,796,47.3,5
1744,Second Owner,Petrol,2010,1.5,70000,Manual,18.9,1061,67.0,5
1745,Second Owner,Petrol,2009,1.5,60000,Manual,18.9,1061,67.0,5
1746,First Owner,Diesel,2019,12.5,100000,Manual,14.1,2179,153.86,7
1747,First Owner,Diesel,2013,10.0,40000,Automatic,11.18,2696,184.0,7
1748,Second Owner,Diesel,2016,8.5,80000,Automatic,16.0,2179,140.0,7
1749,First Owner,Diesel,2016,7.5,70000,Manual,24.52,1248,88.5,7
1750,First Owner,Petrol,2017,2.65,90000,Manual,23.01,999,67.0,5
1751,Second Owner,Petrol,2014,4.5,110000,Manual,14.09,1596,99.6,5
1752,First Owner,Diesel,2013,2.25,90000,Manual,17.21,1493,100.0,7
1753,First Owner,Diesel,2015,11.25,70000,Manual,15.4,2179,120.0,7
1754,First Owner,Petrol,2009,2.7,80000,Manual,16.6,1197,85.0,5
1755,First Owner,Petrol,2007,1.3,78000,Manual,19.7,796,46.3,5
1756,First Owner,Diesel,2017,6.6,45000,Manual,16.5,1493,70.0,7
1757,Second Owner,Petrol,2015,2.4,50000,Manual,23.95,998,67.05,5
1758,First Owner,Petrol,2017,2.75,58000,Manual,24.7,796,47.3,5
1759,First Owner,Diesel,2012,7.5,120000,Manual,12.8,2494,102.0,8
1760,Second Owner,Petrol,2007,0.65,30000,Manual,14.7,1150,76.0,5
1761,First Owner,Diesel,2017,8.5,162000,Manual,14.1,2179,147.94,7
1762,Second Owner,Petrol,2018,5.55,25000,Manual,18.6,1197,81.83,5
1763,First Owner,Diesel,2015,8.25,60000,Manual,15.4,1997,120.0,7
1764,Second Owner,Diesel,2009,1.85,138000,Manual,19.3,1248,73.9,5
1765,Second Owner,Petrol,2010,1.8,70000,Manual,20.36,1197,78.9,5
1766,Second Owner,Petrol,2010,1.6,48000,Manual,19.7,796,46.3,5
1767,First Owner,Diesel,2012,5.0,110000,Automatic,11.4,2953,153.86,7
1768,Second Owner,Diesel,2014,3.75,88000,Manual,25.2,1248,74.0,5
1769,First Owner,Diesel,2015,9.0,68000,Manual,12.99,2494,100.6,7
1770,First Owner,Petrol,2017,4.59999,70000,Manual,18.9,1197,82.0,5
1771,First Owner,Diesel,2014,4.8,80000,Manual,20.45,1461,83.8,5
1772,Second Owner,Diesel,2013,3.7,96000,Manual,22.9,1248,74.0,5
1773,First Owner,Diesel,2014,4.25,65000,Manual,25.2,1248,74.0,5
1774,First Owner,Petrol,2014,3.25,48000,Manual,23.1,998,67.04,5
1775,Second Owner,Petrol,2016,3.5,65300,Manual,18.9,1197,82.0,5
1776,First Owner,Petrol,2018,6.0,40000,Manual,18.6,1197,81.83,5
1777,Second Owner,Diesel,2012,1.2,60000,Manual,25.44,936,57.6,5
1778,Second Owner,Petrol,2012,2.0,70000,Manual,20.92,998,67.1,5
1779,Second Owner,Diesel,2014,3.5,70000,Manual,24.0,1120,70.0,5
1780,Second Owner,Petrol,2006,0.85,150000,Manual,19.7,796,46.3,5
1781,First Owner,Petrol,2019,3.99,10000,Manual,23.95,998,67.05,5
1782,First Owner,Diesel,2014,5.8,56000,Manual,22.32,1582,126.3,5
1783,First Owner,Petrol,2017,2.9,30000,Manual,22.7,799,53.64,5
1784,Second Owner,Petrol,2014,3.8,50000,Manual,18.9,1197,82.0,5
1785,First Owner,Diesel,2010,2.0,120000,Manual,20.0,1399,68.0,5
1786,First Owner,Petrol,2017,5.0,27500,Manual,18.9,1197,81.86,5
1787,First Owner,Diesel,2012,5.2,73000,Manual,20.77,1248,88.76,7
1788,First Owner,Diesel,2017,6.5,75000,Manual,26.59,1248,74.0,5
1789,First Owner,Petrol,2018,3.8,5000,Manual,23.01,999,67.0,5
1790,First Owner,Diesel,2015,5.2,70000,Manual,26.59,1248,74.0,5
1791,First Owner,Diesel,2015,6.1,60000,Manual,26.59,1248,74.0,5
1792,First Owner,Petrol,2004,0.85,110000,Manual,18.9,998,67.1,5
1793,First Owner,Diesel,2013,4.9,95000,Manual,20.46,1461,83.8,5
1794,Second Owner,Petrol,2015,2.29999,34000,Manual,21.1,814,55.2,5
1795,First Owner,Petrol,2015,4.11,25000,Manual,18.9,1197,82.0,5
1796,First Owner,Diesel,2014,5.5,31000,Manual,23.59,1364,67.06,5
1797,First Owner,Petrol,2011,1.9,47000,Manual,18.5,1197,85.8,5
1798,First Owner,Petrol,2019,4.99,5000,Automatic,20.3,1086,68.0,5
1799,First Owner,Petrol,2018,3.58,44000,Manual,15.37,1196,73.0,7
1800,Second Owner,Diesel,2012,2.78,120000,Manual,23.59,1364,67.1,5
1801,First Owner,Diesel,2014,3.2,39395,Manual,21.2,1248,75.0,5
1802,Second Owner,Diesel,2013,5.8,67000,Manual,20.4,1461,108.5,5
1803,First Owner,Petrol,2019,13.0,20000,Automatic,17.4,1497,117.6,5
1804,First Owner,Diesel,2018,8.25,40000,Manual,25.8,1498,98.6,5
1805,Second Owner,Petrol,2004,1.7,120000,Manual,13.4,1794,125.0,5
1806,Second Owner,Diesel,2014,17.0,80000,Manual,12.55,2982,168.5,7
1807,First Owner,Petrol,2018,4.9,7000,Manual,20.3,1086,68.0,5
1808,First Owner,Diesel,2018,10.5,15000,Manual,16.0,2179,140.0,7
1809,First Owner,Petrol,2016,2.1,50000,Manual,18.6,1199,76.8,5
1810,First Owner,Diesel,2016,12.5,30000,Manual,15.4,2179,120.0,7
1811,Second Owner,Diesel,2012,3.2,120000,Manual,22.9,1248,74.0,5
1812,First Owner,Diesel,2012,4.0,64000,Manual,16.52,1991,123.7,5
1813,First Owner,Diesel,2013,3.2,120000,Manual,23.2,1248,73.94,5
1814,First Owner,Diesel,2012,6.0,85000,Manual,21.43,1364,87.2,5
1815,First Owner,Petrol,2012,2.75,50000,Manual,20.92,998,67.1,5
1816,Second Owner,Petrol,2009,1.7,59000,Manual,19.7,796,46.3,5
1817,First Owner,Diesel,2012,1.55,98000,Manual,25.44,936,57.6,5
1818,Second Owner,Diesel,2015,6.2,140000,Manual,20.45,1461,83.8,5
1819,First Owner,Petrol,2017,5.3,50000,Manual,18.9,1197,81.86,5
1820,First Owner,Diesel,2015,5.5,40000,Manual,23.59,1364,67.04,5
1821,First Owner,Diesel,2014,6.0,90000,Manual,26.0,1498,98.6,5
1822,First Owner,Diesel,2014,6.25,90000,Manual,26.0,1498,98.6,5
1823,First Owner,Petrol,2010,1.25,70000,Manual,16.0,995,63.0,5
1824,Second Owner,Diesel,2009,3.05,230000,Manual,13.58,2499,72.4,9
1825,Second Owner,Petrol,2010,2.85,155000,Manual,15.5,1586,103.3,5
1826,Second Owner,Diesel,2015,6.0,60000,Manual,13.49,2179,138.03,5
1827,First Owner,Petrol,2016,4.26,110000,Manual,18.15,1198,82.0,6
1828,First Owner,Diesel,2010,1.8,120000,Manual,17.0,1405,71.0,5
1829,Second Owner,Diesel,2011,4.0,100000,Manual,22.32,1582,126.32,5
1830,Second Owner,Petrol,2010,1.2,40000,Manual,18.6,1199,79.4,5
1831,Second Owner,Diesel,2012,3.0,110000,Manual,21.12,1248,88.8,5
1832,Second Owner,Petrol,2011,1.9,92500,Manual,20.92,998,67.1,5
1833,First Owner,Petrol,2017,3.1,20000,Manual,24.7,796,47.3,5
1834,First Owner,Petrol,2019,3.8,15000,Manual,25.17,799,53.3,5
1835,First Owner,Diesel,2019,7.4,14000,Manual,16.5,1493,70.0,7
1836,First Owner,Petrol,2016,2.6,35000,Manual,22.7,799,53.64,5
1837,Second Owner,Petrol,2017,3.2,32000,Manual,23.95,998,67.05,5
1838,First Owner,Petrol,2018,6.5,35000,Manual,22.0,1197,81.8,5
1839,Second Owner,Diesel,2017,6.51,32500,Manual,28.4,1248,74.02,5
1840,First Owner,Petrol,2019,3.8,14000,Automatic,23.95,998,67.05,5
1841,First Owner,Petrol,2019,12.7,20000,Automatic,17.0,1591,121.3,5
1842,First Owner,Diesel,2015,4.05,100000,Manual,25.2,1248,74.0,5
1843,First Owner,Diesel,2015,8.5,64800,Manual,15.1,2179,140.0,7
1844,First Owner,Diesel,2017,6.8,90000,Manual,16.5,1493,70.0,7
1845,First Owner,Petrol,2014,4.26999,80000,Manual,19.1,1197,82.0,5
1846,First Owner,Diesel,2015,5.25,248000,Manual,24.8,1396,88.7,5
1847,Second Owner,Diesel,2014,10.19999,60000,Manual,12.99,2494,100.6,7
1848,First Owner,Diesel,2005,2.45,120000,Manual,12.8,2494,102.0,8
1849,First Owner,Diesel,2015,8.69999,120000,Manual,22.7,1582,126.2,5
1850,First Owner,Diesel,2016,7.0,86000,Manual,24.3,1248,88.5,5
1851,First Owner,Diesel,2012,3.0,90000,Manual,21.64,1461,84.8,5
1852,First Owner,Petrol,2007,1.75,218463,Automatic,12.9,1799,130.0,5
1853,First Owner,Diesel,2012,9.6,153000,Manual,12.8,2494,102.0,8
1854,Second Owner,Diesel,2014,5.25,70000,Manual,16.55,2498,105.0,6
1855,First Owner,Diesel,2015,3.45,60000,Manual,24.0,1120,70.0,5
1856,First Owner,Petrol,2015,3.9,50000,Manual,18.0,1198,86.7,5
1857,First Owner,Petrol,2015,2.75,20000,Manual,20.63,1198,67.0,5
1858,First Owner,Petrol,2014,3.1,35000,Manual,18.2,1199,82.4,5
1859,First Owner,Petrol,2017,5.0,20000,Manual,18.9,1197,81.86,5
1860,First Owner,Diesel,2013,2.0,70000,Manual,22.1,1248,76.9,5
1861,First Owner,Diesel,2018,6.5,53000,Manual,20.14,1498,88.0,5
1862,First Owner,Diesel,2018,10.31,60000,Manual,25.6,1498,97.9,5
1863,First Owner,Petrol,2018,3.3,70000,Manual,20.3,998,68.05,5
1864,First Owner,Petrol,2019,3.99,4000,Manual,20.3,1086,68.0,5
1865,First Owner,Petrol,2012,2.5,103000,Manual,20.36,1197,78.9,5
1866,First Owner,Diesel,2017,6.0,20000,Manual,24.0,1186,73.97,5
1867,First Owner,Diesel,2013,3.75,77000,Manual,22.9,1248,74.0,5
1868,First Owner,Diesel,2012,3.75,90000,Manual,20.54,1598,103.6,5
1869,Second Owner,Diesel,2013,4.45,87185,Manual,22.32,1582,126.3,5
1870,Second Owner,Petrol,2003,0.55,167000,Manual,18.9,998,67.1,5
1871,First Owner,Diesel,2016,6.11,77000,Manual,22.54,1396,88.73,5
1872,Second Owner,Diesel,2014,4.59999,110000,Manual,24.8,1396,88.7,5
1873,Second Owner,Diesel,2011,2.75,120000,Manual,17.8,1399,68.0,5
1874,Second Owner,Diesel,2012,3.9,100000,Manual,22.32,1582,126.32,5
1875,Second Owner,Petrol,2007,0.72,40000,Manual,18.0,995,62.0,5
1876,First Owner,Diesel,2007,0.9,50000,Manual,17.88,1396,52.8,5
1877,First Owner,Diesel,2015,5.0,125000,Manual,23.59,1364,67.05,5
1878,First Owner,Diesel,2019,15.75,18000,Manual,15.1,2179,152.87,7
1879,First Owner,Petrol,2015,5.11,30000,Manual,18.9,1197,82.0,5
1880,First Owner,Petrol,2009,1.5,55000,Manual,14.6,1368,88.7,5
1881,First Owner,Petrol,2020,15.0,40000,Automatic,10.75,2694,163.7,8
1882,Second Owner,Petrol,2013,1.85,80000,Manual,22.74,796,47.3,5
1883,First Owner,Petrol,2018,5.5,30000,Manual,21.4,1197,83.1,5
1884,First Owner,Petrol,2017,3.25,3564,Manual,23.95,998,67.05,5
1885,First Owner,Diesel,2015,5.25,80000,Manual,26.59,1248,74.0,5
1886,First Owner,Diesel,2018,10.5,13000,Manual,17.0,2200,139.01,7
1887,First Owner,Diesel,2012,3.0,120000,Manual,25.0,1396,69.0,5
1888,First Owner,Petrol,2011,1.2,90000,Manual,18.6,1199,79.4,5
1889,First Owner,Diesel,2015,5.03,110000,Manual,14.1,2179,147.94,7
1890,First Owner,Diesel,2019,38.0,20000,Automatic,18.0,1969,190.0,5
1891,First Owner,Diesel,2010,3.2,42000,Manual,23.03,1396,69.0,5
1892,First Owner,Petrol,2016,3.5,17000,Automatic,23.1,998,67.04,5
1893,First Owner,Petrol,2018,5.0,40000,Automatic,22.0,1197,81.8,5
1894,Second Owner,Diesel,2009,1.35,137000,Manual,17.0,1405,70.0,5
1895,First Owner,Petrol,2018,3.4,20000,Manual,25.17,799,53.3,5
1896,Second Owner,Petrol,2020,3.3,70000,Manual,18.9,1197,81.86,5
1897,Second Owner,Petrol,2011,3.5,48756,Manual,15.5,1586,103.3,5
1898,Second Owner,Diesel,2015,18.5,30000,Automatic,12.55,2982,168.5,7
1899,First Owner,Diesel,2016,4.0,110000,Manual,24.4,1120,71.0,5
1900,First Owner,Diesel,2015,10.0,35000,Manual,15.4,1997,120.0,7
1901,First Owner,Diesel,2017,8.5,110000,Manual,15.4,2523,75.0,7
1902,Second Owner,Diesel,2012,3.5,70000,Manual,21.5,1248,88.8,5
1903,First Owner,Diesel,2015,5.03,110000,Manual,14.1,2179,147.94,7
1904,First Owner,Diesel,2019,38.0,20000,Automatic,18.0,1969,190.0,5
1905,Second Owner,Diesel,2015,5.5,120000,Manual,24.5,1498,98.6,7
1906,First Owner,Diesel,2015,9.25,60000,Manual,14.0,2179,138.1,7
1907,Second Owner,Diesel,2010,5.09999,97000,Automatic,11.79,2179,120.0,8
1908,Second Owner,Diesel,2011,2.5,100000,Manual,13.0,2489,95.0,8
1909,First Owner,Petrol,2015,5.0,36000,Manual,17.19,1197,81.86,5
1910,First Owner,Diesel,2019,10.5,27000,Manual,21.38,1396,88.7,5
1911,First Owner,Diesel,2014,4.9,50000,Manual,23.4,1248,74.0,5
1912,First Owner,Petrol,2020,4.15,15000,Manual,15.37,1196,73.0,5
1913,Second Owner,Petrol,2013,1.9,60000,Manual,22.74,796,47.3,5
1914,First Owner,Diesel,2018,6.8,120000,Manual,28.4,1248,74.02,5
1915,Second Owner,Petrol,2013,1.9,60000,Manual,22.74,796,47.3,5
1916,First Owner,Diesel,2013,4.79,173000,Manual,12.05,2179,120.0,7
1917,Second Owner,Petrol,2016,2.7,60000,Manual,22.74,796,47.3,5
1918,First Owner,Petrol,2018,7.64,25000,Manual,20.73,1373,91.1,5
1919,First Owner,Diesel,2019,7.1,30000,Manual,15.96,2523,62.1,7
1920,First Owner,Petrol,2017,3.1,35000,Manual,24.7,796,47.3,5
1921,Second Owner,Diesel,2017,6.2,100000,Manual,16.5,1493,70.0,7
1922,Second Owner,Petrol,2017,2.8,31000,Manual,21.1,814,55.2,5
1923,Second Owner,Diesel,2015,15.0,80000,Automatic,12.55,2982,168.5,7
1924,First Owner,Petrol,2016,4.5,40000,Manual,18.9,1197,82.0,5
1925,Second Owner,Diesel,2017,21.99,10000,Automatic,17.9,2143,136.0,5
1926,First Owner,Diesel,2013,36.0,50000,Automatic,11.74,2987,254.8,5
1927,Second Owner,Petrol,2008,2.85,60000,Manual,15.3,1596,99.6,5
1928,Second Owner,Diesel,2007,4.65,210000,Manual,12.8,2494,102.0,8
1929,Second Owner,Diesel,2009,11.0,60000,Automatic,16.07,1995,181.0,5
